iter	Logloss
448	0.6233878333
449	0.6231931019
450	0.6231922211
451	0.6231889323
452	0.6231889323
453	0.623175961
454	0.623175961
455	0.6231635373
456	0.6230690629
457	0.6230689102
458	0.6230106854
459	0.6230106853
460	0.6230106832
461	0.6230106831
462	0.6230096391
463	0.6230096232
464	0.6230096231
465	0.6230063334
466	0.6229509891
467	0.6229097021
468	0.6228689466
469	0.6228688689
470	0.6228671262
471	0.6228671262
472	0.6228666577
473	0.622858515
474	0.6228577402
475	0.6228577402
476	0.6228568654
477	0.6228553465
478	0.6228553465
479	0.6228511896
480	0.6228511896
481	0.6228106476
482	0.6228091591
483	0.6228091591
484	0.622792488
485	0.6227229941
486	0.6227229941
487	0.622683256
488	0.622683256
489	0.6226605733
490	0.6226600366
491	0.6226596616
492	0.6226596616
493	0.6226412612
494	0.6226393403
495	0.6225879569
496	0.6225807987
497	0.6225792006
498	0.6225792006
499	0.622573928
500	0.6225718252
501	0.6225635422
502	0.6225635422
503	0.6225337096
504	0.6225337096
505	0.6225337096
506	0.6225121414
507	0.6224094155
508	0.6224094155
509	0.6224094155
510	0.6224094155
511	0.6224094155
512	0.6224094155
513	0.6223838862
514	0.6223493006
515	0.6223471924
516	0.6223471439
517	0.6223471439
518	0.6223178173
519	0.6222950145
520	0.6222950145
521	0.6222502814
522	0.6222502728
523	0.6222502728
524	0.6222429181
525	0.622207716
526	0.622207716
527	0.6220660833
528	0.6220660364
529	0.6220658353
530	0.622055121
531	0.622018938
532	0.6219739451
533	0.6219115566
534	0.6219084363
535	0.6219061229
536	0.6219036646
537	0.6216529162
538	0.6216529161
539	0.6216498079
540	0.6215987503
541	0.6214686883
542	0.621419669
543	0.6213430944
544	0.6213378129
545	0.6213378129
546	0.6213378127
547	0.6212189556
548	0.6210796112
549	0.620914705
550	0.6208937711
551	0.6208904052
552	0.6207955436
553	0.6207556321
554	0.6207054776
555	0.6206905656
556	0.6206485984
557	0.6206339263
558	0.6206339263
559	0.6206028603
560	0.6206001338
561	0.6203459954
562	0.620248868
563	0.620248868
564	0.620248868
565	0.6202248103
566	0.6201622643
567	0.6201544869
568	0.6199095736
569	0.6198982028
570	0.619868893
571	0.6198163379
572	0.6197764319
573	0.6197419544
574	0.6197307119
575	0.6196733102
576	0.6196733101
577	0.6196487032
578	0.6196487032
579	0.6196470476
580	0.6196470475
581	0.6195549539
582	0.6192627787
583	0.6190130205
584	0.6189160741
585	0.6188982564
586	0.6188982564
587	0.6188982564
588	0.6186427742
589	0.6186427742
590	0.6186427742
591	0.6184952366
592	0.6184870327
593	0.6183331382
594	0.6182392766
595	0.6181086783
596	0.617973445
597	0.61794333
598	0.6176929043
599	0.6176806622
600	0.617585403
601	0.617534637
602	0.6174059515
603	0.6174059515
604	0.6174059515
605	0.6171705595
606	0.6169662922
607	0.6169662922
608	0.6169291217
609	0.6166138873
610	0.6162968106
611	0.6162968106
612	0.6162014818
613	0.6159870856
614	0.6158956013
615	0.615886897
616	0.6158768825
617	0.6157406345
618	0.6155120718
619	0.6155120717
620	0.6153981804
621	0.6153981804
622	0.6153234545
623	0.6151953856
624	0.6151953856
625	0.6149646773
626	0.6149165687
627	0.6148653847
628	0.614819946
629	0.614812377
630	0.6147552956
631	0.6145784267
632	0.6145508537
633	0.6145238598
634	0.6143493699
635	0.6141131736
636	0.6140899753
637	0.6139608295
638	0.6139596177
639	0.6139596177
640	0.6137066675
641	0.6137066675
642	0.6137066674
643	0.6136399158
644	0.6136359963
645	0.6134175155
646	0.61335819
647	0.6133236404
648	0.6132707753
649	0.6130562927
650	0.6128688543
651	0.6125835768
652	0.6124960663
653	0.6123979377
654	0.6120930244
655	0.6119521877
656	0.6117814968
657	0.6117505601
658	0.611611428
659	0.6114976181
660	0.611419466
661	0.6113784239
662	0.6113485638
663	0.6112199844
664	0.610893286
665	0.6108655504
666	0.6105895324
667	0.6104700612
668	0.6102171949
669	0.610086913
670	0.6100286301
671	0.6099818463
672	0.609921946
673	0.6099069939
674	0.609855228
675	0.6097762906
676	0.6096112335
677	0.6094146436
678	0.6093586519
679	0.6092246649
680	0.6091298681
681	0.6090364652
682	0.608987748
683	0.6088305638
684	0.6086997813
685	0.6085252879
686	0.6084618124
687	0.6083461659
688	0.6082997308
689	0.6082106018
690	0.6081092182
691	0.6080663894
692	0.6079844301
693	0.6078890153
694	0.6077230655
695	0.6076311682
696	0.6075743099
697	0.6074189772
698	0.6073909882
699	0.6072112078
700	0.6070941591
701	0.6070545121
702	0.6070157468
703	0.6068857
704	0.6065400989
705	0.6064656462
706	0.6064418534
707	0.6062718959
708	0.606165663
709	0.6060652861
710	0.6059504122
711	0.6058044278
712	0.605684792
713	0.6055741448
714	0.6054719268
715	0.6053777112
716	0.6051868894
717	0.6051292086
718	0.6049751454
719	0.6048632683
720	0.6048340368
721	0.6047315214
722	0.6046313158
723	0.6045805664
724	0.6044860739
725	0.6042993148
726	0.6042770267
727	0.6042246389
728	0.6040461173
729	0.6039730986
730	0.6039043751
731	0.6038164619
732	0.6037612672
733	0.6037174577
734	0.6036180235
735	0.6035829629
736	0.6035169013
737	0.6033657034
738	0.603323186
739	0.6032782638
740	0.6032586348
741	0.6032476745
742	0.6030832309
743	0.602848387
744	0.6028299846
745	0.6027923534
746	0.6027613232
747	0.602746646
748	0.602522356
749	0.6024889881
750	0.6023394897
751	0.602324682
752	0.6022302109
753	0.6021991504
754	0.6021785085
755	0.6020544188
756	0.6020144328
757	0.6020004328
758	0.6019732124
759	0.6019440731
760	0.6018987821
761	0.6017784875
762	0.6017183676
763	0.6016615082
764	0.6014953214
765	0.6014325925
766	0.6012916807
767	0.6012731162
768	0.601223347
769	0.6011445402
770	0.6011165934
771	0.6010841878
772	0.6010271301
773	0.6009918792
774	0.6009650906
775	0.6008512254
776	0.6007420521
777	0.6006626034
778	0.6006237635
779	0.6004982777
780	0.6003152948
781	0.6002833767
782	0.6002404394
783	0.600223652
784	0.6001877942
785	0.6001754305
786	0.5999211224
787	0.5998829383
788	0.5998602732
789	0.5998296768
790	0.5997950772
791	0.5997302262
792	0.5996782311
793	0.5995035022
794	0.5994812194
795	0.5994441521
796	0.59940542
797	0.5993809073
798	0.5992595493
799	0.5991420933
800	0.5989748858
801	0.5989369442
802	0.5989134884
803	0.5988632272
804	0.5988418602
805	0.5987871323
806	0.5986863897
807	0.5986750692
808	0.5986466255
809	0.5986383458
810	0.59861639
811	0.5984774098
812	0.5984582817
813	0.5984050048
814	0.5983828962
815	0.598369729
816	0.5983486375
817	0.5982922642
818	0.5982729235
819	0.5982429624
820	0.5981845913
821	0.5981306049
822	0.5980783678
823	0.598024251
824	0.5979830224
825	0.5979626939
826	0.5978613586
827	0.5978106243
828	0.5977739706
829	0.5977658534
830	0.5977224037
831	0.5976698205
832	0.597650977
833	0.5975243343
834	0.5973480836
835	0.5972834297
836	0.597169547
837	0.5971482011
838	0.5971102883
839	0.5971034674
840	0.5970857553
841	0.597060683
842	0.597043203
843	0.5969479553
844	0.5969292957
845	0.5969017464
846	0.596854534
847	0.5967674591
848	0.5967087669
849	0.5967029757
850	0.5966412553
851	0.5965250544
852	0.5964777636
853	0.5963739898
854	0.596344659
855	0.5962853627
856	0.5961980672
857	0.5961233221
858	0.5960572854
859	0.5960145936
860	0.5959883085
861	0.5959600149
862	0.5959515929
863	0.5959360837
864	0.5959169834
865	0.5958530353
866	0.5957897752
867	0.5957648842
868	0.5957355048
869	0.5957193546
870	0.5956107035
871	0.5955851488
872	0.5954875427
873	0.5954765077
874	0.5954493662
875	0.5954121688
876	0.5953671486
877	0.5953107248
878	0.5952595268
879	0.5952108906
880	0.5951953584
881	0.595168414
882	0.5951142828
883	0.5950854015
884	0.5949818369
885	0.5949496865
886	0.5949266689
887	0.5948272193
888	0.5947956381
889	0.5947438318
890	0.5946940159
891	0.5946650808
892	0.5946137049
893	0.5945858806
894	0.594566722
895	0.5945187907
896	0.5944298345
897	0.5943912575
898	0.5943655375
899	0.5943560559
900	0.5941975703
901	0.5941831287
902	0.5941592298
903	0.5941378375
904	0.5940900525
905	0.594064568
906	0.594046285
907	0.5940002979
908	0.593954367
909	0.5939132786
910	0.5938832851
911	0.5938257347
912	0.5938101457
913	0.5937859865
914	0.5937652586
915	0.5937106635
916	0.5936904702
917	0.5936676625
918	0.5935888756
919	0.5935117178
920	0.5934319996
921	0.5933954262
922	0.5933678978
923	0.5933468451
924	0.5932874016
925	0.5932662088
926	0.5932385367
927	0.5932239937
928	0.5931759277
929	0.5931539452
930	0.5931100197
931	0.5930319917
932	0.5929921461
933	0.592898972
934	0.5928168006
935	0.5928016568
936	0.5927777917
937	0.5927552889
938	0.5926981441
939	0.5926136078
940	0.5925625986
941	0.5924944143
942	0.5924572406
